entry_time,exit_time,direction,units,entry_price,exit_price,sl,tp,pnl,exit_reason,bars_held
2020-09-23 12:15:00+00:00,2020-09-23 14:00:00+00:00,1,9.0,1883.443244155427,1875.348244155427,1875.348244155427,1899.6332441554268,-73.48500000000024,SL,7
2020-09-23 14:15:00+00:00,2020-09-24 02:45:00+00:00,-1,8.0,1871.9957431333125,1859.4270134831906,1881.2337431333126,1853.5197431333127,99.98983720097516,TIME,50
2020-09-24 12:30:00+00:00,2020-09-24 17:15:00+00:00,1,10.0,1858.3042957291557,1873.7862957291557,1850.5632957291557,1873.7862957291557,154.11999999999972,TP,19
2020-09-24 17:15:00+00:00,2020-09-24 18:45:00+00:00,1,7.000000000000001,1873.0951786095918,1862.8831786095916,1862.8831786095916,1893.519178609592,-71.97400000000152,SL,6
2020-09-24 18:45:00+00:00,2020-09-25 07:15:00+00:00,1,8.0,1870.0942496247271,1871.8954807120992,1860.906249624727,1888.4702496247273,13.84984869897693,TIME,50
2020-09-25 10:15:00+00:00,2020-09-25 18:30:00+00:00,-1,12.0,1864.9748794813697,1865.3226301929678,1871.5788794813698,1851.7668794813696,-5.013008539177317,SIGNAL_REVERSE,33
2020-09-25 18:30:00+00:00,2020-09-28 01:00:00+00:00,1,11.0,1865.3247020157257,1858.1267020157256,1858.1267020157256,1879.7207020157257,-79.94800000000102,SL,26
2020-09-28 08:15:00+00:00,2020-09-28 11:30:00+00:00,-1,16.0,1856.7159409778117,1861.5139409778117,1861.5139409778117,1847.1199409778114,-77.88800000000003,SL,13
2020-09-28 12:15:00+00:00,2020-09-28 17:30:00+00:00,1,10.0,1864.104707101612,1879.6387071016118,1856.3377071016118,1879.6387071016118,154.6399999999988,TP,21
2020-09-28 17:30:00+00:00,2020-09-29 06:00:00+00:00,1,10.0,1878.1905032350571,1878.4742184386012,1870.886503235057,1892.7985032350573,2.13715203544034,TIME,50
2020-09-29 09:45:00+00:00,2020-09-29 12:30:00+00:00,1,14.000000000000002,1884.8534978919781,1879.113497891978,1879.113497891978,1896.3334978919781,-81.34000000000015,SL,11
2020-09-29 12:30:00+00:00,2020-09-29 17:15:00+00:00,1,13.0,1884.7211382825583,1896.5791382825585,1878.7921382825582,1896.5791382825585,153.24400000000227,TP,19
2020-09-29 17:15:00+00:00,2020-09-30 04:15:00+00:00,1,10.0,1894.991147367442,1887.499147367442,1887.499147367442,1909.9751473674419,-75.61999999999962,SL,44
2020-09-30 08:15:00+00:00,2020-09-30 12:30:00+00:00,-1,15.0,1887.7408274639013,1892.8228274639014,1892.8228274639014,1877.5768274639013,-77.2800000000016,SL,17
2020-09-30 13:00:00+00:00,2020-09-30 13:30:00+00:00,1,12.0,1895.4207184197653,1889.0237184197654,1889.0237184197654,1908.2147184197654,-77.60399999999922,SL,2
2020-09-30 13:30:00+00:00,2020-09-30 13:45:00+00:00,1,11.0,1892.356535797791,1885.4465357977908,1885.4465357977908,1906.1765357977908,-76.7800000000009,SL,1
2020-09-30 13:45:00+00:00,2020-09-30 15:15:00+00:00,1,10.0,1887.172397700266,1901.740397700266,1879.888397700266,1901.740397700266,144.97999999999985,TP,6
2020-09-30 15:15:00+00:00,2020-09-30 17:00:00+00:00,1,8.0,1899.7857501730737,1890.7417501730738,1890.7417501730738,1917.8737501730736,-72.91199999999895,SL,7
2020-09-30 17:00:00+00:00,2020-09-30 17:15:00+00:00,1,7.000000000000001,1897.8222978076706,1887.7492978076707,1887.7492978076707,1917.9682978076703,-71.00099999999907,SL,1
2020-09-30 20:00:00+00:00,2020-10-01 04:30:00+00:00,-1,11.0,1886.4365102157738,1893.5335102157737,1893.5335102157737,1872.2425102157738,-78.83699999999978,SL,34
2020-10-01 08:15:00+00:00,2020-10-01 12:15:00+00:00,1,19.0,1896.3697246867757,1904.265724686776,1892.4217246867756,1904.265724686776,148.6940000000035,TP,16
2020-10-01 12:15:00+00:00,2020-10-01 15:30:00+00:00,1,14.000000000000002,1898.5500983036607,1909.6400983036608,1893.0050983036606,1909.6400983036608,154.28000000000208,TP,13
2020-10-01 15:30:00+00:00,2020-10-02 00:30:00+00:00,1,8.0,1909.5581221427292,1900.5691221427292,1900.5691221427292,1927.5361221427293,-72.47200000000026,SL,36
2020-10-02 08:15:00+00:00,2020-10-02 13:00:00+00:00,1,9.0,1911.5746945858373,1902.9946945858374,1902.9946945858374,1928.7346945858374,-77.84999999999934,SL,19
2020-10-02 13:30:00+00:00,2020-10-05 02:00:00+00:00,-1,10.0,1903.2776687552544,1900.6986898855332,1910.5536687552544,1888.7256687552542,25.089788697211407,TIME,50
2020-10-05 08:15:00+00:00,2020-10-05 08:45:00+00:00,-1,18.0,1893.1532519261377,1897.3992519261378,1897.3992519261378,1884.6612519261375,-77.68800000000171,SL,2
2020-10-05 09:30:00+00:00,2020-10-05 13:00:00+00:00,1,17.0,1899.7871957959221,1908.845195795922,1895.2581957959221,1908.845195795922,152.79599999999988,TP,14
